pay,year,department,gender
27.38,0.0,Sales,F
27.08,0.0,Sales,M
25.59,0.0,Sales,M
26.94,0.0,Sales,F
28.1,0.0,Sales,F
28.4,0.0,Sales,F
29.28,0.0,Sales,F
27.25,0.0,Sales,M
25.15,0.0,Sales,M
28.9,0.0,Sales,F
26.73,0.0,Sales,M
26.27,0.0,Sales,M
28.52,0.0,Sales,F
27.4,0.0,Sales,F
28.89,0.0,Sales,F
28.08,0.0,Sales,F
26.26,0.0,Sales,M
27.78,0.0,Sales,F
27.44,0.0,Sales,F
28.83,0.0,Sales,F
27.35,0.0,Sales,F
27.66,0.0,Sales,F
28.66,0.0,Sales,F
24.92,0.0,Sales,M
27.87,0.0,Sales,M
27.4,0.0,Sales,M
25.34,0.0,Sales,M
28.44,0.0,Sales,F
27.22,0.0,Sales,M
25.75,0.0,Sales,M
25.34,0.0,Sales,M
27.59,0.0,Sales,F
26.05,0.0,Sales,M
28.69,0.0,Sales,F
26.83,0.0,Sales,M
28.55,0.0,Sales,F
24.67,0.0,Sales,M
27.23,0.0,Sales,F
27.46,0.0,Sales,F
26.63,0.0,Sales,M
25.5,0.0,Sales,M
28.86,0.0,Sales,F
26.77,0.0,Sales,F
28.94,0.0,Sales,F
25.52,0.0,Sales,M
25.34,0.0,Sales,M
25.12,0.0,Sales,M
27.72,0.0,Sales,F
29.51,0.0,Sales,F
26.64,0.0,Sales,F
23.18,0.0,Sales,M
25.74,0.0,Sales,M
29.56,0.0,Sales,F
25.6,0.0,Sales,M
26.54,0.0,Sales,M
27.66,0.0,Sales,F
28.64,0.0,Sales,F
27.9,0.0,Sales,F
28.39,0.0,Sales,F
26.78,0.0,Sales,M
27.56,0.0,Sales,F
25.36,0.0,Sales,M
27.54,0.0,Sales,F
26.24,0.0,Sales,M
25.77,0.0,Sales,M
26.13,0.0,Sales,F
27.4,0.0,Sales,F
27.81,0.0,Sales,F
25.31,0.0,Sales,M
27.33,0.0,Sales,M
27.1,0.0,Sales,F
28.78,0.0,Sales,F
28.04,0.0,Sales,F
25.84,0.0,Sales,M
29.54,0.0,Sales,F
26.03,0.0,Sales,M
27.44,0.0,Sales,F
26.28,0.0,Sales,M
29.23,0.0,Sales,F
27.17,0.0,Sales,M
26.05,0.0,Sales,M
26.13,0.0,Sales,M
26.41,0.0,Sales,F
24.53,0.0,Sales,M
26.64,0.0,Sales,F
26.57,0.0,Sales,F
26.53,0.0,Sales,M
24.87,0.0,Sales,M
26.55,0.0,Sales,M
26.73,0.0,Sales,M
28.11,0.0,Sales,F
25.64,0.0,Sales,M
24.97,0.0,Sales,M
28.9,0.0,Sales,F
25.77,0.0,Sales,M
25.7,0.0,Sales,M
26.93,0.0,Sales,M
27.23,0.0,Sales,F
27.58,0.0,Sales,F
27.72,0.0,Sales,M
25.76,0.0,Sales,M
25.9,0.0,Sales,M
27.78,0.0,Sales,M
26.84,0.0,Sales,M
25.21,0.0,Sales,M
27.83,0.0,Sales,F
28.11,0.0,Sales,F
28.98,0.0,Sales,F
27.67,0.0,Sales,M
28.72,0.0,Sales,F
26.14,0.0,Sales,M
25.24,0.0,Sales,M
28.46,0.0,Sales,F
26.83,0.0,Sales,F
24.23,0.0,Sales,M
26.46,0.0,Sales,M
25.2,0.0,Sales,M
26.32,0.0,Sales,M
28.45,0.0,Sales,F
27.17,0.0,Sales,M
25.58,0.0,Sales,M
26.03,0.0,Sales,M
25.5,0.0,Sales,M
27.64,0.0,Sales,F
24.44,0.0,Sales,M
25.65,0.0,Sales,M
26.99,0.0,Sales,F
26.15,0.0,Sales,M
28.03,0.0,Sales,F
27.24,0.0,Sales,M
27.64,0.0,Sales,F
26.78,0.0,Sales,M
25.02,0.0,Sales,M
29.28,0.0,Sales,F
26.5,0.0,Sales,M
26.8,0.0,Sales,M
26.73,0.0,Sales,M
25.9,0.0,Sales,M
27.32,0.0,Sales,M
27.26,0.0,Sales,M
28.6,0.0,Sales,F
27.97,0.0,Sales,F
26.14,0.0,Sales,M
28.97,0.0,Sales,F
27.36,0.0,Sales,F
26.91,0.0,Sales,F
27.43,0.0,Sales,F
25.27,0.0,Sales,M
27.81,0.0,Sales,F
25.81,0.0,Sales,M
27.54,0.0,Sales,M
28.5,0.0,Sales,F
28.55,0.0,Sales,F
28.24,0.0,Sales,F
25.9,0.0,Sales,M
26.14,0.0,Sales,F
28.22,0.0,Sales,F
26.54,0.0,Sales,M
26.26,0.0,Sales,M
28.15,0.0,Sales,F
27.38,0.0,Sales,M
26.23,0.0,Sales,M
28.15,0.0,Sales,F
28.03,0.0,Sales,F
26.76,0.0,Sales,F
27.77,0.0,Sales,F
26.19,0.0,Sales,M
27.98,0.0,Sales,F
26.48,0.0,Sales,M
25.28,0.0,Sales,M
26.02,0.0,Sales,M
27.2,0.0,Sales,M
26.09,0.0,Sales,M
26.47,0.0,Sales,M
29.12,0.0,Sales,F
27.61,0.0,Sales,F
29.13,0.0,Sales,F
24.04,0.0,Sales,M
25.7,0.0,Sales,M
26.95,0.0,Sales,M
26.89,0.0,Sales,F
27.18,0.0,Sales,F
26.32,0.0,Sales,M
28.08,0.0,Sales,F
26.89,0.0,Sales,M
26.08,0.0,Sales,M
25.27,0.0,Sales,M
27.92,0.0,Sales,F
27.67,0.0,Sales,F
26.19,0.0,Sales,M
27.71,0.0,Sales,F
27.74,0.0,Sales,F
24.69,0.0,Sales,M
27.26,0.0,Sales,M
28.38,0.0,Sales,F
26.34,0.0,Sales,M
28.98,0.0,Sales,F
27.26,0.0,Sales,F
26.99,0.0,Sales,F
25.02,0.0,Sales,M
26.87,0.0,Sales,F
28.55,0.0,Sales,F
25.32,0.0,Sales,M
27.73,0.0,Sales,F
27.76,0.0,Sales,M
27.19,0.0,Sales,M
26.34,0.0,Sales,M
28.64,0.0,Sales,F
29.01,0.0,Sales,F
25.97,0.0,Sales,M
28.05,0.0,Sales,F
25.72,0.0,Sales,M
25.57,0.0,Sales,M
26.38,0.0,Sales,M
26.64,0.0,Sales,M
25.69,0.0,Sales,M
25.3,0.0,Sales,M
25.48,0.0,Sales,M
25.15,0.0,Sales,M
28.65,0.0,Sales,F
27.83,0.0,Sales,F
25.57,0.0,Sales,M
27.86,0.0,Sales,F
26.17,0.0,Sales,M
26.62,0.0,Sales,M
27.71,0.0,Sales,F
27.26,0.0,Sales,M
26.1,0.0,Sales,M
26.63,0.0,Sales,F
26.1,0.0,Sales,M
28.92,0.0,Sales,F
27.9,0.0,Sales,F
25.32,0.0,Sales,M
28.67,0.0,Sales,F
26.43,0.0,Sales,M
26.23,0.0,Sales,M
25.98,0.0,Sales,M
25.06,0.0,Sales,M
26.51,0.0,Sales,M
27.68,0.0,Sales,F
27.64,0.0,Sales,M
26.91,0.0,Sales,F
27.05,0.0,Sales,M
26.59,0.0,Sales,M
29.01,0.0,Sales,F
26.27,0.0,Sales,M
28.31,0.0,Sales,F
26.76,0.0,Sales,M
28.6,0.0,Sales,F
24.87,0.0,Sales,M
26.84,0.0,Sales,F
25.89,0.0,Sales,M
28.72,0.0,Sales,F
25.23,0.0,Sales,M
25.26,0.0,Sales,M
25.26,0.0,Sales,M
25.36,0.0,Sales,M
27.44,0.0,Sales,M
26.54,0.0,Sales,M
25.98,0.0,Sales,M
26.41,0.0,Sales,M
26.34,0.0,Sales,M
24.37,0.0,Sales,M
26.87,0.0,Sales,F
28.28,0.0,Sales,F
27.92,0.0,Sales,F
28.15,0.0,Sales,F
24.7,0.0,Sales,M
26.6,0.0,Sales,M
27.32,0.0,Sales,F
25.89,0.0,Sales,M
25.79,0.0,Sales,M
25.27,0.0,Sales,M
25.68,0.0,Sales,M
25.65,0.0,Sales,M
27.34,0.0,Sales,F
28.51,0.0,Sales,F
26.97,0.0,Sales,F
25.23,0.0,Sales,M
25.07,0.0,Sales,M
25.29,0.0,Sales,M
27.71,0.0,Sales,F
25.8,0.0,Sales,M
28.32,0.0,Sales,F
27.67,0.0,Sales,F
28.83,0.0,Sales,F
28.26,0.0,Sales,F
27.77,0.0,Sales,F
25.74,0.0,Sales,M
28.12,0.0,Sales,F
24.74,0.0,Sales,M
25.62,0.0,Sales,M
26.65,0.0,Sales,F
26.14,0.0,Sales,M
27.74,0.0,Sales,F
28.1,0.0,Sales,F
26.4,0.0,Sales,M
25.22,0.0,Sales,M
26.49,0.0,Sales,M
26.39,0.0,Sales,M
25.72,0.0,Sales,M
24.55,0.0,Sales,M
28.71,0.0,Sales,F
26.52,0.0,Sales,M
25.94,0.0,Sales,M
25.43,0.0,Sales,M
25.58,0.0,Sales,M
25.04,0.0,Sales,M
28.71,0.0,Sales,F
26.49,0.0,Sales,F
25.5,0.0,Sales,M
27.1,0.0,Sales,F
24.95,0.0,Sales,M
28.67,0.0,Sales,F
29.12,0.0,Sales,F
27.74,0.0,Sales,F
27.99,0.0,Sales,F
26.73,0.0,Sales,M
26.5,0.0,Sales,M
27.98,0.0,Sales,F
28.22,0.0,Sales,F
28.57,0.0,Sales,F
25.0,0.0,Sales,M
28.52,0.0,Sales,F
26.64,0.0,Sales,M
25.54,0.0,Sales,M
24.97,0.0,Sales,M
25.74,0.0,Sales,M
28.82,0.0,Sales,F
28.26,0.0,Sales,F
26.87,0.0,Sales,M
26.66,0.0,Sales,M
27.86,0.0,Sales,F
29.23,0.0,Sales,F
25.89,0.0,Sales,M
26.3,0.0,Sales,M
25.7,0.0,Sales,M
28.17,0.0,Sales,F
28.14,0.0,Sales,F
26.04,0.0,Sales,M
28.06,0.0,Sales,F
27.56,0.0,Sales,F
25.72,0.0,Sales,M
28.03,0.0,Sales,F
27.4,0.0,Sales,F
26.1,0.0,Sales,M
26.63,0.0,Sales,M
28.71,0.0,Sales,F
27.28,0.0,Sales,M
25.88,0.0,Sales,M
28.71,0.0,Sales,F
28.66,0.0,Sales,F
28.33,0.0,Sales,F
25.58,0.0,Sales,M
26.23,0.0,Sales,M
28.01,0.0,Sales,F
27.22,0.0,Sales,M
26.25,0.0,Sales,M
28.3,0.0,Sales,F
27.7,0.0,Sales,F
25.9,0.0,Sales,M
26.89,0.0,Sales,M
25.67,0.0,Sales,M
25.63,0.0,Sales,M
26.8,0.0,Sales,M
25.55,0.0,Sales,M
29.34,0.0,Sales,F
28.07,0.0,Sales,F
27.97,0.0,Sales,F
26.25,0.0,Sales,F
25.18,0.0,Sales,M
26.79,0.0,Sales,F
46.89,0.0,Management,M
47.15,0.0,Management,M
48.46,0.0,Management,F
46.69,0.0,Management,M
46.73,0.0,Management,M
48.84,0.0,Management,F
48.16,0.0,Management,M
47.44,0.0,Management,M
48.23,0.0,Management,F
47.45,0.0,Management,F
48.09,0.0,Management,F
48.24,0.0,Management,M
45.44,0.0,Management,M
47.1,0.0,Management,M
47.15,0.0,Management,M
48.53,0.0,Management,F
49.09,0.0,Management,F
46.39,0.0,Management,M
48.15,0.0,Management,M
46.56,0.0,Management,M
46.65,0.0,Management,M
45.44,0.0,Management,M
45.32,0.0,Management,M
46.34,0.0,Management,M
48.52,0.0,Management,F
46.83,0.0,Management,M
46.47,0.0,Management,M
47.25,0.0,Management,M
47.26,0.0,Management,M
48.61,0.0,Management,F
47.05,0.0,Management,M
47.45,0.0,Management,M
46.94,0.0,Management,M
48.41,0.0,Management,M
47.97,0.0,Management,M
46.76,0.0,Management,M
46.67,0.0,Management,M
49.12,0.0,Management,F
46.82,0.0,Management,M
46.5,0.0,Management,M
47.87,0.0,Management,M
46.23,0.0,Management,M
47.29,0.0,Management,M
47.92,0.0,Management,M
47.46,0.0,Management,M
47.85,0.0,Management,M
47.9,0.0,Management,M
46.57,0.0,Management,M
49.83,0.0,Management,F
49.1,0.0,Management,F
47.82,0.0,Management,F
47.59,0.0,Management,M
46.24,0.0,Management,M
47.2,0.0,Management,M
45.42,0.0,Management,M
46.22,0.0,Management,M
49.51,0.0,Management,F
47.4,0.0,Management,M
47.31,0.0,Management,M
48.53,0.0,Management,F
46.29,0.0,Management,M
46.73,0.0,Management,M
49.57,0.0,Management,F
46.9,0.0,Management,M
48.62,0.0,Management,F
49.19,0.0,Management,F
49.65,0.0,Management,F
50.08,0.0,Management,F
46.77,0.0,Management,M
48.98,0.0,Management,F
47.71,0.0,Management,M
50.53,0.0,Management,F
46.78,0.0,Management,M
45.95,0.0,Management,M
46.47,0.0,Management,M
44.54,0.0,Management,M
45.7,0.0,Management,M
48.73,0.0,Management,F
46.71,0.0,Management,M
48.15,0.0,Management,F
45.05,0.0,Management,M
47.69,0.0,Management,M
49.27,0.0,Management,F
48.9,0.0,Management,F
48.77,0.0,Management,F
46.58,0.0,Management,M
49.42,0.0,Management,F
49.61,0.0,Management,F
46.41,0.0,Management,M
48.85,0.0,Management,F
47.16,0.0,Management,M
48.11,0.0,Management,M
48.76,0.0,Management,F
48.7,0.0,Management,F
48.53,0.0,Management,F
47.64,0.0,Management,M
47.01,0.0,Management,M
49.79,0.0,Management,F
47.0,0.0,Management,M
47.08,0.0,Management,M
49.1,0.0,Management,F
48.8,0.0,Management,F
47.47,0.0,Management,M
48.86,0.0,Management,F
48.12,0.0,Management,M
47.6,0.0,Management,M
46.98,0.0,Management,M
46.25,0.0,Management,M
48.42,0.0,Management,F
47.99,0.0,Management,F
47.73,0.0,Management,M
47.77,0.0,Management,M
47.67,0.0,Management,M
46.77,0.0,Management,M
47.32,0.0,Management,M
46.6,0.0,Management,M
46.92,0.0,Management,M
47.48,0.0,Management,M
48.22,0.0,Management,M
48.9,0.0,Management,F
47.76,0.0,Management,M
46.34,0.0,Management,M
46.91,0.0,Management,M
45.65,0.0,Management,M
49.94,0.0,Management,F
46.44,0.0,Management,M
46.81,0.0,Management,M
46.96,0.0,Management,M
46.23,0.0,Management,M
46.06,0.0,Management,M
46.06,0.0,Management,M
46.31,0.0,Management,M
47.0,0.0,Management,M
49.74,0.0,Management,F
47.61,0.0,Management,M
45.64,0.0,Management,M
46.65,0.0,Management,M
47.05,0.0,Management,M
48.82,0.0,Management,F
47.17,0.0,Management,M
46.67,0.0,Management,M
48.62,0.0,Management,F
47.12,0.0,Management,M
49.08,0.0,Management,F
47.16,0.0,Management,M
46.23,0.0,Management,M
47.89,0.0,Management,F
50.17,0.0,Management,F
47.59,0.0,Management,M
49.17,0.0,Management,F
47.76,0.0,Management,M
49.04,0.0,Management,F
46.28,0.0,Management,M
46.52,0.0,Management,M
46.57,0.0,Management,M
47.36,0.0,Management,M
47.62,0.0,Management,M
47.38,0.0,Management,M
49.31,0.0,Management,F
47.15,0.0,Management,F
47.06,0.0,Management,M
49.44,0.0,Management,F
50.39,0.0,Management,F
46.6,0.0,Management,M
47.27,0.0,Management,M
48.44,0.0,Management,F
49.14,0.0,Management,F
47.38,0.0,Management,M
46.67,0.0,Management,M
48.01,0.0,Management,M
45.56,0.0,Management,M
46.38,0.0,Management,M
47.65,0.0,Management,F
48.87,0.0,Management,F
50.64,0.0,Management,F
46.35,0.0,Management,M
46.18,0.0,Management,M
49.54,0.0,Management,F
47.22,0.0,Management,M
46.29,0.0,Management,M
46.07,0.0,Management,M
48.26,0.0,Management,M
46.37,0.0,Management,M
46.77,0.0,Management,M
46.79,0.0,Management,M
46.87,0.0,Management,M
46.41,0.0,Management,M
49.01,0.0,Management,F
50.34,0.0,Management,F
49.05,0.0,Management,F
48.24,0.0,Management,M
48.77,0.0,Management,F
46.47,0.0,Management,M
49.28,0.0,Management,F
47.55,0.0,Management,F
49.47,0.0,Management,F
47.57,0.0,Management,M
46.71,0.0,Management,M
49.41,0.0,Management,F
49.02,0.0,Management,F
46.24,0.0,Management,M
45.66,0.0,Management,M
47.9,0.0,Management,M
47.1,0.0,Management,M
49.82,0.0,Management,F
48.93,0.0,Management,F
49.29,0.0,Management,F
46.0,0.0,Management,M
47.57,0.0,Management,M
46.97,0.0,Management,M
49.36,0.0,Management,F
49.57,0.0,Management,F
46.6,0.0,Management,M
48.03,0.0,Management,M
48.2,0.0,Management,M
46.24,0.0,Management,M
49.71,0.0,Management,F
47.17,0.0,Management,M
48.88,0.0,Management,F
45.65,0.0,Management,M
48.55,0.0,Management,F
48.12,0.0,Management,M
46.73,0.0,Management,M
46.42,0.0,Management,M
47.45,0.0,Management,M
47.73,0.0,Management,M
47.99,0.0,Management,M
48.89,0.0,Management,M
46.19,0.0,Management,M
46.51,0.0,Management,M
47.23,0.0,Management,M
47.89,0.0,Management,M
50.45,0.0,Management,F
48.66,0.0,Management,F
47.1,0.0,Management,M
46.55,0.0,Management,M
46.37,0.0,Management,M
47.53,0.0,Management,M
47.76,0.0,Management,M
47.14,0.0,Management,M
47.06,0.0,Management,M
48.39,0.0,Management,F
49.34,0.0,Management,F
46.65,0.0,Management,M
48.49,0.0,Management,M
46.82,0.0,Management,M
47.56,0.0,Management,F
48.8,0.0,Management,F
50.88,0.0,Management,F
47.04,0.0,Management,M
47.02,0.0,Management,M
45.79,0.0,Management,M
49.12,0.0,Management,F
47.68,0.0,Management,M
47.46,0.0,Management,M
48.14,0.0,Management,F
47.03,0.0,Management,M
48.79,0.0,Management,F
47.78,0.0,Management,M
48.14,0.0,Management,F
47.15,0.0,Management,M
48.57,0.0,Management,M
46.61,0.0,Management,M
46.28,0.0,Management,M
46.44,0.0,Management,M
49.37,0.0,Management,F
46.49,0.0,Management,M
47.99,0.0,Management,M
49.27,0.0,Management,F
47.01,0.0,Management,M
46.3,0.0,Management,M
46.5,0.0,Management,M
47.47,0.0,Management,M
47.44,0.0,Management,M
46.13,0.0,Management,M
43.72,0.0,Management,M
45.69,0.0,Management,M
46.73,0.0,Management,M
50.11,0.0,Management,F
48.82,0.0,Management,F
46.72,0.0,Management,M
49.37,0.0,Management,F
48.27,0.0,Management,M
46.88,0.0,Management,M
46.59,0.0,Management,M
46.9,0.0,Management,M
47.39,0.0,Management,M
47.48,0.0,Management,M
48.62,0.0,Management,F
48.73,0.0,Management,M
49.84,0.0,Management,F
48.61,0.0,Management,M
47.84,0.0,Management,F
49.41,0.0,Management,F
47.54,0.0,Management,M
48.05,0.0,Management,F
48.06,0.0,Management,F
48.81,0.0,Management,F
47.88,0.0,Management,M
46.7,0.0,Management,M
46.94,0.0,Management,M
48.88,0.0,Management,F
48.5,0.0,Management,F
44.95,0.0,Management,M
48.02,0.0,Management,M
45.63,0.0,Management,M
46.12,0.0,Management,M
47.58,0.0,Management,M
48.87,0.0,Management,F
46.84,0.0,Management,M
48.62,0.0,Management,F
47.77,0.0,Management,M
48.77,0.0,Management,F
47.34,0.0,Management,M
47.43,0.0,Management,M
46.26,0.0,Management,M
46.83,0.0,Management,M
46.45,0.0,Management,M
46.87,0.0,Management,M
47.39,0.0,Management,M
47.98,0.0,Management,F
48.44,0.0,Management,F
50.04,0.0,Management,F
47.48,0.0,Management,M
46.95,0.0,Management,M
46.29,0.0,Management,M
49.8,0.0,Management,F
45.48,0.0,Management,M
47.54,0.0,Management,M
46.95,0.0,Management,M
49.49,0.0,Management,F
45.39,0.0,Management,M
47.47,0.0,Management,M
46.34,0.0,Management,M
49.75,0.0,Management,F
49.04,0.0,Management,F
49.29,0.0,Management,F
47.99,0.0,Management,M
48.53,0.0,Management,F
46.58,0.0,Management,M
47.19,0.0,Management,M
47.29,0.0,Management,M
47.13,0.0,Management,M
48.95,0.0,Management,F
49.96,0.0,Management,F
45.96,0.0,Management,M
47.55,0.0,Management,M
47.91,0.0,Management,F
49.01,0.0,Management,M
48.24,0.0,Management,M
33.3,0.0,R&D,M
34.1,0.0,R&D,M
34.77,0.0,R&D,M
33.99,0.0,R&D,M
32.75,0.0,R&D,M
35.36,0.0,R&D,M
33.93,0.0,R&D,M
32.82,0.0,R&D,M
34.96,0.0,R&D,M
33.02,0.0,R&D,M
34.56,0.0,R&D,M
36.11,0.0,R&D,F
32.71,0.0,R&D,M
33.47,0.0,R&D,M
35.37,0.0,R&D,F
34.61,0.0,R&D,M
35.59,0.0,R&D,F
32.82,0.0,R&D,M
34.27,0.0,R&D,M
34.09,0.0,R&D,M
36.22,0.0,R&D,F
34.08,0.0,R&D,M
33.72,0.0,R&D,M
34.45,0.0,R&D,F
35.89,0.0,R&D,F
34.47,0.0,R&D,M
33.98,0.0,R&D,M
34.33,0.0,R&D,M
32.89,0.0,R&D,M
34.97,0.0,R&D,M
34.03,0.0,R&D,M
33.82,0.0,R&D,M
33.69,0.0,R&D,M
34.51,0.0,R&D,M
33.64,0.0,R&D,M
35.94,0.0,R&D,F
33.34,0.0,R&D,M
34.11,0.0,R&D,M
34.92,0.0,R&D,M
34.87,0.0,R&D,M
33.4,0.0,R&D,M
34.38,0.0,R&D,M
33.66,0.0,R&D,M
36.33,0.0,R&D,F
34.34,0.0,R&D,M
34.83,0.0,R&D,M
35.06,0.0,R&D,M
37.2,0.0,R&D,F
33.84,0.0,R&D,M
33.36,0.0,R&D,M
34.15,0.0,R&D,M
34.17,0.0,R&D,M
34.47,0.0,R&D,M
34.43,0.0,R&D,M
34.75,0.0,R&D,M
34.78,0.0,R&D,M
33.22,0.0,R&D,M
33.67,0.0,R&D,M
34.97,0.0,R&D,M
32.52,0.0,R&D,M
35.81,0.0,R&D,F
35.01,0.0,R&D,M
34.05,0.0,R&D,M
34.22,0.0,R&D,M
33.34,0.0,R&D,M
34.28,0.0,R&D,M
32.42,0.0,R&D,M
33.9,0.0,R&D,M
32.94,0.0,R&D,M
37.42,0.0,R&D,F
34.41,0.0,R&D,M
33.94,0.0,R&D,M
33.93,0.0,R&D,M
33.46,0.0,R&D,M
34.03,0.0,R&D,M
36.61,0.0,R&D,F
35.85,0.0,R&D,F
34.58,0.0,R&D,M
34.87,0.0,R&D,M
36.7,0.0,R&D,F
36.43,0.0,R&D,F
35.95,0.0,R&D,F
33.81,0.0,R&D,M
33.75,0.0,R&D,M
34.8,0.0,R&D,M
33.98,0.0,R&D,M
33.47,0.0,R&D,M
36.28,0.0,R&D,F
34.1,0.0,R&D,M
34.47,0.0,R&D,F
33.44,0.0,R&D,M
33.53,0.0,R&D,M
33.22,0.0,R&D,M
35.19,0.0,R&D,M
35.17,0.0,R&D,F
36.15,0.0,R&D,F
33.92,0.0,R&D,M
33.3,0.0,R&D,M
33.89,0.0,R&D,M
35.45,0.0,R&D,F
36.3,0.0,R&D,F
33.16,0.0,R&D,M
34.36,0.0,R&D,M
35.43,0.0,R&D,F
34.45,0.0,R&D,M
33.69,0.0,R&D,M
34.38,0.0,R&D,M
33.98,0.0,R&D,M
34.37,0.0,R&D,M
35.51,0.0,R&D,M
34.63,0.0,R&D,M
33.99,0.0,R&D,M
33.24,0.0,R&D,M
35.78,0.0,R&D,F
36.46,0.0,R&D,F
37.17,0.0,R&D,F
34.42,0.0,R&D,M
36.79,0.0,R&D,F
33.89,0.0,R&D,M
33.49,0.0,R&D,M
33.04,0.0,R&D,M
35.17,0.0,R&D,M
33.83,0.0,R&D,M
37.42,0.0,R&D,F
36.4,0.0,R&D,F
33.1,0.0,R&D,M
34.96,0.0,R&D,M
33.47,0.0,R&D,M
34.77,0.0,R&D,M
33.02,0.0,R&D,M
34.84,0.0,R&D,M
33.29,0.0,R&D,M
36.29,0.0,R&D,F
33.69,0.0,R&D,M
34.81,0.0,R&D,M
33.66,0.0,R&D,M
33.97,0.0,R&D,M
33.16,0.0,R&D,M
33.95,0.0,R&D,M
34.2,0.0,R&D,M
34.2,0.0,R&D,M
35.96,0.0,R&D,M
33.9,0.0,R&D,M
37.12,0.0,R&D,F
33.94,0.0,R&D,M
35.85,0.0,R&D,F
33.42,0.0,R&D,M
34.25,0.0,R&D,F
35.72,0.0,R&D,F
35.68,0.0,R&D,F
34.06,0.0,R&D,M
33.22,0.0,R&D,M
34.73,0.0,R&D,M
34.72,0.0,R&D,M
35.33,0.0,R&D,F
33.51,0.0,R&D,M
34.76,0.0,R&D,M
34.47,0.0,R&D,M
34.6,0.0,R&D,M
34.57,0.0,R&D,M
36.87,0.0,R&D,F
32.65,0.0,R&D,M
32.66,0.0,R&D,M
36.65,0.0,R&D,F
36.03,0.0,R&D,F
33.76,0.0,R&D,M
35.16,0.0,R&D,M
33.23,0.0,R&D,M
33.62,0.0,R&D,M
37.21,0.0,R&D,F
36.1,0.0,R&D,F
33.25,0.0,R&D,M
36.33,0.0,R&D,F
32.63,0.0,R&D,M
34.37,0.0,R&D,M
35.31,0.0,R&D,M
33.71,0.0,R&D,M
34.25,0.0,R&D,M
34.59,0.0,R&D,M
34.67,0.0,R&D,M
32.75,0.0,R&D,M
33.93,0.0,R&D,M
34.71,0.0,R&D,F
34.87,0.0,R&D,M
33.5,0.0,R&D,M
35.2,0.0,R&D,F
34.39,0.0,R&D,M
33.76,0.0,R&D,M
35.41,0.0,R&D,M
35.51,0.0,R&D,M
34.17,0.0,R&D,M
33.93,0.0,R&D,M
36.15,0.0,R&D,F
33.69,0.0,R&D,M
35.96,0.0,R&D,F
36.54,0.0,R&D,F
34.18,0.0,R&D,M
34.71,0.0,R&D,M
34.21,0.0,R&D,M
33.64,0.0,R&D,M
33.93,0.0,R&D,M
34.45,0.0,R&D,M
33.9,0.0,R&D,M
34.32,0.0,R&D,M
36.09,0.0,R&D,F
33.93,0.0,R&D,M
34.82,0.0,R&D,M
34.03,0.0,R&D,M
33.43,0.0,R&D,M
34.21,0.0,R&D,M
33.61,0.0,R&D,M
33.73,0.0,R&D,M
33.36,0.0,R&D,M
36.71,0.0,R&D,F
34.97,0.0,R&D,M
33.3,0.0,R&D,M
35.18,0.0,R&D,F
35.42,0.0,R&D,F
35.33,0.0,R&D,M
33.31,0.0,R&D,M
32.72,0.0,R&D,M
34.12,0.0,R&D,M
33.81,0.0,R&D,M
33.47,0.0,R&D,M
33.13,0.0,R&D,M
34.29,0.0,R&D,M
34.95,0.0,R&D,M
36.72,0.0,R&D,F
34.38,0.0,R&D,M
34.57,0.0,R&D,M
35.75,0.0,R&D,M
34.1,0.0,R&D,M
32.65,0.0,R&D,M
32.65,0.0,R&D,M
34.36,0.0,R&D,M
35.14,0.0,R&D,M
36.68,0.0,R&D,F
35.18,0.0,R&D,M
33.99,0.0,R&D,M
33.76,0.0,R&D,M
35.28,0.0,R&D,F
35.23,0.0,R&D,M
33.35,0.0,R&D,M
34.79,0.0,R&D,M
35.09,0.0,R&D,F
35.95,0.0,R&D,F
36.34,0.0,R&D,F
34.33,0.0,R&D,M
32.16,0.0,R&D,M
34.23,0.0,R&D,M
34.91,0.0,R&D,M
34.71,0.0,R&D,M
34.09,0.0,R&D,M
33.5,0.0,R&D,M
34.05,0.0,R&D,M
35.4,0.0,R&D,F
34.41,0.0,R&D,M
35.36,0.0,R&D,F
32.05,0.0,R&D,M
35.12,0.0,R&D,M
33.89,0.0,R&D,M
34.56,0.0,R&D,F
36.63,0.0,R&D,F
33.15,0.0,R&D,M
33.08,0.0,R&D,M
34.46,0.0,R&D,M
33.54,0.0,R&D,M
34.77,0.0,R&D,M
36.44,0.0,R&D,F
34.91,0.0,R&D,M
34.47,0.0,R&D,M
35.2,0.0,R&D,F
36.98,0.0,R&D,F
36.15,0.0,R&D,F
34.7,0.0,R&D,M
34.24,0.0,R&D,M
33.64,0.0,R&D,M
34.82,0.0,R&D,M
35.75,0.0,R&D,F
34.59,0.0,R&D,M
35.5,0.0,R&D,F
33.5,0.0,R&D,M
35.14,0.0,R&D,F
34.31,0.0,R&D,M
33.88,0.0,R&D,M
34.39,0.0,R&D,M
33.97,0.0,R&D,M
33.7,0.0,R&D,M
34.05,0.0,R&D,M
33.73,0.0,R&D,M
34.37,0.0,R&D,M
33.31,0.0,R&D,M
33.77,0.0,R&D,M
34.95,0.0,R&D,M
35.05,0.0,R&D,M
35.88,0.0,R&D,F
34.96,0.0,R&D,M
34.35,0.0,R&D,F
37.57,0.0,R&D,F
34.0,0.0,R&D,M
33.3,0.0,R&D,M
34.56,0.0,R&D,M
