Unnamed: 0,year,pay,department,gender
981,1970,23.67,Sales,M
982,1970,25.08,Sales,M
983,1970,23.75,Sales,M
984,1970,28.48,Sales,M
985,1970,27.48,Sales,M
986,1970,28.94,Sales,M
987,1970,25.02,Sales,M
988,1970,29.0,Sales,M
989,1970,25.33,Sales,M
990,1970,25.82,Sales,M
991,1970,30.71,Sales,F
992,1970,25.49,Sales,M
993,1970,26.84,Sales,F
994,1970,30.34,Sales,F
995,1970,26.91,Sales,F
996,1970,26.35,Sales,M
997,1970,30.66,Sales,F
998,1970,26.56,Sales,M
999,1970,27.49,Sales,M
1000,1970,26.78,Sales,M
1001,1970,27.11,Sales,F
1002,1970,30.69,Sales,F
1003,1970,22.67,Sales,M
1004,1970,25.23,Sales,M
1005,1970,27.13,Sales,M
1006,1970,27.65,Sales,M
1007,1970,24.16,Sales,M
1008,1970,25.85,Sales,F
1009,1970,25.39,Sales,M
1010,1970,27.46,Sales,M
1011,1970,28.24,Sales,M
1012,1970,26.67,Sales,F
1013,1970,24.88,Sales,F
1014,1970,26.68,Sales,M
1015,1970,23.37,Sales,M
1016,1970,26.76,Sales,M
1017,1970,26.24,Sales,M
1018,1970,24.22,Sales,M
1019,1970,27.9,Sales,M
1020,1970,25.4,Sales,M
1021,1970,28.51,Sales,F
1022,1970,31.51,Sales,F
1023,1970,25.75,Sales,M
1024,1970,24.32,Sales,M
1025,1970,26.46,Sales,F
1026,1970,31.27,Sales,F
1027,1970,28.06,Sales,F
1028,1970,30.55,Sales,F
1029,1970,30.4,Sales,F
1030,1970,25.92,Sales,M
1031,1970,31.61,Sales,F
1032,1970,25.44,Sales,F
1033,1970,27.05,Sales,F
1034,1970,29.1,Sales,M
1035,1970,30.2,Sales,F
1036,1970,25.45,Sales,F
1037,1970,23.24,Sales,M
1038,1970,29.07,Sales,F
1039,1970,25.09,Sales,F
1040,1970,29.51,Sales,F
1041,1970,27.08,Sales,M
1042,1970,27.52,Sales,M
1043,1970,31.61,Sales,F
1044,1970,27.36,Sales,F
1045,1970,24.7,Sales,M
1046,1970,27.73,Sales,F
1047,1970,27.3,Sales,F
1048,1970,26.65,Sales,F
1049,1970,29.39,Sales,F
1050,1970,28.15,Sales,F
1051,1970,25.55,Sales,M
1052,1970,28.4,Sales,M
1053,1970,28.85,Sales,M
1054,1970,28.74,Sales,F
1055,1970,27.96,Sales,F
1056,1970,29.34,Sales,M
1057,1970,28.22,Sales,F
1058,1970,24.7,Sales,F
1059,1970,30.1,Sales,F
1060,1970,24.21,Sales,M
1061,1970,29.14,Sales,F
1062,1970,28.21,Sales,M
1063,1970,28.24,Sales,M
1064,1970,26.85,Sales,F
1065,1970,28.21,Sales,F
1066,1970,24.55,Sales,M
1067,1970,21.89,Sales,F
1068,1970,27.68,Sales,M
1069,1970,29.3,Sales,F
1070,1970,29.34,Sales,F
1071,1970,26.59,Sales,M
1072,1970,27.59,Sales,M
1073,1970,26.47,Sales,M
1074,1970,26.05,Sales,F
1075,1970,27.54,Sales,F
1076,1970,25.79,Sales,M
1077,1970,25.56,Sales,M
1078,1970,28.18,Sales,F
1079,1970,27.28,Sales,F
1080,1970,25.85,Sales,F
1081,1970,28.78,Sales,F
1082,1970,27.55,Sales,F
1083,1970,24.01,Sales,M
1084,1970,27.64,Sales,F
1085,1970,29.34,Sales,F
1086,1970,31.5,Sales,F
1087,1970,29.21,Sales,M
1088,1970,27.08,Sales,M
1089,1970,26.13,Sales,M
1090,1970,31.61,Sales,F
1091,1970,30.2,Sales,F
1092,1970,28.02,Sales,F
1093,1970,26.77,Sales,F
1094,1970,24.84,Sales,M
1095,1970,25.44,Sales,M
1096,1970,26.07,Sales,M
1097,1970,24.93,Sales,M
1098,1970,27.91,Sales,M
1099,1970,27.93,Sales,M
1100,1970,25.98,Sales,F
1101,1970,26.25,Sales,M
1102,1970,29.49,Sales,F
1103,1970,28.43,Sales,M
1104,1970,25.73,Sales,M
1105,1970,28.94,Sales,F
1106,1970,25.68,Sales,F
1107,1970,26.96,Sales,F
1108,1970,29.42,Sales,M
1109,1970,29.44,Sales,F
1110,1970,28.89,Sales,F
1111,1970,25.42,Sales,F
1112,1970,26.47,Sales,F
1113,1970,25.64,Sales,M
1114,1970,26.15,Sales,M
1115,1970,28.31,Sales,F
1116,1970,26.27,Sales,M
1117,1970,22.94,Sales,M
1118,1970,29.59,Sales,F
1119,1970,29.73,Sales,M
1120,1970,27.89,Sales,F
1121,1970,25.27,Sales,M
1122,1970,24.44,Sales,M
1123,1970,26.51,Sales,F
1124,1970,26.39,Sales,M
1125,1970,28.16,Sales,F
1126,1970,26.61,Sales,M
1127,1970,30.08,Sales,F
1128,1970,24.73,Sales,M
1129,1970,26.26,Sales,M
1130,1970,28.62,Sales,F
1131,1970,27.71,Sales,F
1132,1970,24.87,Sales,F
1133,1970,23.66,Sales,F
1134,1970,27.57,Sales,M
1135,1970,28.24,Sales,F
1136,1970,28.68,Sales,M
1137,1970,25.54,Sales,F
1138,1970,27.84,Sales,M
1139,1970,31.47,Sales,M
1140,1970,27.92,Sales,F
1141,1970,27.31,Sales,M
1142,1970,24.71,Sales,M
1143,1970,23.32,Sales,M
1144,1970,25.98,Sales,M
1145,1970,28.1,Sales,F
1146,1970,27.48,Sales,M
1147,1970,26.15,Sales,F
1148,1970,25.05,Sales,M
1149,1970,27.7,Sales,F
1150,1970,25.04,Sales,M
1151,1970,25.36,Sales,M
1152,1970,23.12,Sales,M
1153,1970,27.7,Sales,F
1154,1970,25.25,Sales,M
1155,1970,28.17,Sales,M
1156,1970,25.37,Sales,M
1157,1970,26.14,Sales,F
1158,1970,24.5,Sales,M
1159,1970,33.29,Sales,F
1160,1970,28.38,Sales,F
1161,1970,25.52,Sales,M
1162,1970,26.57,Sales,M
1163,1970,25.98,Sales,F
1164,1970,24.12,Sales,M
1165,1970,27.22,Sales,M
1166,1970,27.17,Sales,F
1167,1970,27.4,Sales,M
1168,1970,32.56,Sales,F
1169,1970,25.58,Sales,M
1170,1970,26.27,Sales,F
1171,1970,25.62,Sales,M
1172,1970,28.17,Sales,M
1173,1970,27.26,Sales,F
1174,1970,28.52,Sales,F
1175,1970,24.18,Sales,M
1176,1970,30.34,Sales,F
1177,1970,27.72,Sales,M
1178,1970,25.75,Sales,M
1179,1970,29.04,Sales,F
1180,1970,30.65,Sales,F
1181,1970,27.3,Sales,F
1182,1970,26.34,Sales,F
1183,1970,26.88,Sales,F
1184,1970,26.65,Sales,F
1185,1970,26.0,Sales,M
1186,1970,29.33,Sales,F
1187,1970,27.75,Sales,M
1188,1970,28.44,Sales,F
1189,1970,26.74,Sales,F
1190,1970,25.69,Sales,M
1191,1970,26.35,Sales,M
1192,1970,29.75,Sales,F
1193,1970,24.48,Sales,M
1194,1970,28.33,Sales,F
1195,1970,30.43,Sales,F
1196,1970,29.29,Sales,M
1197,1970,28.58,Sales,F
1198,1970,27.63,Sales,M
1199,1970,27.95,Sales,F
1200,1970,28.66,Sales,M
1201,1970,26.43,Sales,F
1202,1970,26.77,Sales,M
1203,1970,23.93,Sales,M
1204,1970,24.62,Sales,M
1205,1970,28.91,Sales,F
1206,1970,29.8,Sales,F
1207,1970,28.93,Sales,F
1208,1970,25.02,Sales,M
1209,1970,28.84,Sales,F
1210,1970,27.99,Sales,M
1211,1970,27.11,Sales,M
1212,1970,28.72,Sales,M
1213,1970,26.12,Sales,M
1214,1970,25.42,Sales,M
1215,1970,25.89,Sales,M
1216,1970,26.42,Sales,M
1217,1970,24.26,Sales,M
1218,1970,26.48,Sales,M
1219,1970,29.48,Sales,F
1220,1970,27.73,Sales,M
1221,1970,28.2,Sales,F
1222,1970,26.18,Sales,M
1223,1970,25.27,Sales,M
1224,1970,27.88,Sales,M
1225,1970,27.27,Sales,F
1226,1970,23.69,Sales,M
1227,1970,29.09,Sales,M
1228,1970,26.62,Sales,M
1229,1970,24.86,Sales,M
1230,1970,30.98,Sales,F
1231,1970,26.99,Sales,M
1232,1970,27.54,Sales,M
1233,1970,26.74,Sales,M
1234,1970,25.17,Sales,F
1235,1970,26.62,Sales,F
1236,1970,26.4,Sales,M
1237,1970,27.67,Sales,M
1238,1970,22.77,Sales,M
1239,1970,27.18,Sales,M
1240,1970,30.32,Sales,F
1241,1970,27.25,Sales,F
1242,1970,27.64,Sales,M
1243,1970,25.34,Sales,F
1244,1970,26.95,Sales,M
1245,1970,23.75,Sales,F
1246,1970,28.15,Sales,M
1247,1970,30.19,Sales,F
1248,1970,25.54,Sales,F
1249,1970,29.2,Sales,M
1250,1970,26.24,Sales,M
1251,1970,28.19,Sales,F
1252,1970,25.37,Sales,F
1253,1970,25.52,Sales,F
1254,1970,29.33,Sales,F
1255,1970,30.27,Sales,F
1256,1970,32.41,Sales,F
1257,1970,26.9,Sales,M
1258,1970,27.38,Sales,F
1259,1970,27.37,Sales,F
1260,1970,28.33,Sales,F
1261,1970,26.2,Sales,M
1262,1970,22.69,Sales,M
1263,1970,30.32,Sales,F
1264,1970,21.4,Sales,M
1265,1970,28.43,Sales,M
1266,1970,28.77,Sales,M
1267,1970,27.32,Sales,F
1268,1970,25.61,Sales,F
1269,1970,25.21,Sales,M
1270,1970,23.22,Sales,M
1271,1970,26.55,Sales,M
1272,1970,29.67,Sales,F
1273,1970,27.93,Sales,F
1274,1970,28.62,Sales,M
1275,1970,29.45,Sales,F
1276,1970,28.01,Sales,M
1277,1970,24.25,Sales,M
1278,1970,29.98,Sales,F
1279,1970,22.76,Sales,M
1280,1970,28.53,Sales,F
1281,1970,27.04,Sales,M
1282,1970,26.11,Sales,F
1283,1970,25.62,Sales,F
1284,1970,25.55,Sales,M
1285,1970,23.5,Sales,M
1286,1970,24.9,Sales,M
1287,1970,27.14,Sales,F
1288,1970,29.77,Sales,F
1289,1970,24.85,Sales,M
1290,1970,30.08,Sales,F
1291,1970,23.82,Sales,M
1292,1970,24.4,Sales,M
1293,1970,28.15,Sales,F
1294,1970,30.88,Sales,F
1295,1970,26.59,Sales,M
1296,1970,27.96,Sales,M
1297,1970,32.0,Sales,M
1298,1970,29.71,Sales,M
1299,1970,25.58,Sales,F
1300,1970,27.76,Sales,M
1301,1970,32.95,Sales,M
1302,1970,28.52,Sales,F
1303,1970,29.19,Sales,F
1304,1970,27.42,Sales,M
1305,1970,24.83,Sales,M
1306,1970,28.48,Sales,F
1307,1970,25.29,Sales,F
1308,1970,27.95,Sales,F
1309,1970,30.43,Sales,F
1310,1970,23.19,Sales,M
1311,1970,24.44,Sales,F
1312,1970,28.48,Sales,F
1313,1970,24.77,Sales,M
1314,1970,28.66,Sales,M
1315,1970,28.43,Sales,F
1316,1970,27.93,Sales,F
1317,1970,28.22,Sales,M
1318,1970,23.45,Sales,M
1319,1970,25.32,Sales,M
1320,1970,27.62,Sales,F
1321,1970,23.18,Sales,M
1322,1970,26.98,Sales,F
1323,1970,28.24,Sales,F
1324,1970,28.6,Sales,M
1325,1970,27.99,Sales,F
1326,1970,27.7,Sales,F
1327,1970,25.62,Sales,F
1328,1970,29.81,Sales,M
1329,1970,24.98,Sales,M
1330,1970,27.02,Sales,M
1331,1970,24.87,Sales,M
1332,1970,21.98,Sales,M
1333,1970,27.59,Sales,F
1334,1970,27.29,Sales,F
1335,1970,27.29,Sales,M
1336,1970,26.87,Sales,F
1337,1970,25.88,Sales,F
1338,1970,27.04,Sales,F
1339,1970,25.6,Sales,M
1340,1970,28.82,Sales,F
1341,1970,26.83,Sales,M
1342,1970,25.57,Sales,F
1343,1970,29.93,Sales,M
1344,1970,31.22,Sales,F
1345,1970,26.79,Sales,M
1346,1970,28.52,Sales,F
1347,1970,27.4,Sales,M
1348,1970,30.12,Sales,F
1349,1970,26.4,Sales,M
1350,1970,25.86,Sales,F
1351,1970,24.72,Sales,M
1352,1970,25.35,Sales,F
1353,1970,26.99,Sales,F
1354,1970,29.16,Sales,M
1355,1970,29.25,Sales,F
1356,1970,28.04,Sales,M
1357,1970,25.64,Sales,F
1358,1970,23.2,Sales,M
1359,1970,26.85,Sales,M
1360,1970,30.79,Sales,M
1361,1970,27.46,Sales,M
1362,1970,25.34,Sales,M
1363,1970,26.62,Sales,M
1364,1970,27.38,Sales,F
1365,1970,25.62,Sales,M
1366,1970,29.25,Sales,M
1367,1970,26.38,Sales,M
1368,1970,29.8,Sales,M
1369,1970,31.66,Sales,F
1370,1970,24.19,Sales,M
1371,1970,25.45,Sales,M
1372,1970,26.41,Sales,F
1373,1970,27.99,Sales,F
1374,1970,24.46,Sales,F
1375,1970,26.53,Sales,M
1376,1970,26.75,Sales,M
1377,1970,22.68,Sales,M
1378,1970,24.53,Sales,F
1379,1970,24.18,Sales,M
1380,1970,27.31,Sales,M
1381,1970,26.74,Sales,F
1382,1970,28.05,Sales,M
1383,1970,24.88,Sales,M
1384,1970,25.55,Sales,M
1385,1970,26.64,Sales,M
1386,1970,26.71,Sales,M
1387,1970,23.38,Sales,M
1388,1970,29.78,Sales,F
1389,1970,28.24,Sales,F
1390,1970,25.35,Sales,M
1391,1970,28.26,Sales,F
1392,1970,30.56,Sales,F
1393,1970,24.58,Sales,F
1394,1970,32.29,Sales,F
1395,1970,28.97,Sales,F
1396,1970,24.36,Sales,F
1397,1970,25.85,Sales,F
1398,1970,26.42,Sales,F
1399,1970,29.66,Sales,F
1400,1970,26.52,Sales,F
1401,1970,26.94,Sales,M
1402,1970,28.76,Sales,F
1403,1970,25.89,Sales,F
1404,1970,22.97,Sales,F
1405,1970,26.0,Sales,M
1406,1970,24.29,Sales,M
1407,1970,27.62,Sales,F
1408,1970,24.27,Sales,M
1409,1970,28.62,Sales,F
1410,1970,26.12,Sales,M
1411,1970,28.72,Sales,M
1412,1970,27.69,Sales,M
1413,1970,24.48,Sales,M
1414,1970,26.16,Sales,F
1415,1970,26.86,Sales,F
1416,1970,29.05,Sales,M
1417,1970,25.21,Sales,M
1418,1970,29.39,Sales,M
1419,1970,26.81,Sales,M
1420,1970,26.08,Sales,M
1421,1970,25.25,Sales,M
1422,1970,25.59,Sales,M
1423,1970,28.23,Sales,F
1424,1970,24.9,Sales,M
1425,1970,49.35,Management,F
1426,1970,46.94,Management,M
1427,1970,48.0,Management,M
1428,1970,47.91,Management,M
1429,1970,48.04,Management,M
1430,1970,45.38,Management,F
1431,1970,47.02,Management,M
1432,1970,43.15,Management,M
1433,1970,44.91,Management,M
1434,1970,42.51,Management,M
1435,1970,44.08,Management,M
1436,1970,47.31,Management,M
1437,1970,49.3,Management,M
1438,1970,48.29,Management,M
1439,1970,45.02,Management,M
1440,1970,46.83,Management,F
1441,1970,46.76,Management,M
1442,1970,46.57,Management,M
1443,1970,48.74,Management,M
1444,1970,46.16,Management,M
1445,1970,47.19,Management,M
1446,1970,47.78,Management,F
1447,1970,47.89,Management,F
1448,1970,46.52,Management,M
1449,1970,49.35,Management,F
1450,1970,48.72,Management,M
1451,1970,49.56,Management,F
1452,1970,45.29,Management,M
1453,1970,45.51,Management,M
1454,1970,44.75,Management,F
1455,1970,49.48,Management,F
1456,1970,44.06,Management,M
1457,1970,48.38,Management,M
1458,1970,49.49,Management,F
1459,1970,49.73,Management,F
1460,1970,45.99,Management,M
1461,1970,46.53,Management,M
1462,1970,45.26,Management,M
1463,1970,46.97,Management,M
1464,1970,48.13,Management,F
1465,1970,49.43,Management,M
1466,1970,44.34,Management,M
1467,1970,48.26,Management,M
1468,1970,47.0,Management,F
1469,1970,48.65,Management,M
1470,1970,51.03,Management,F
1471,1970,43.56,Management,M
1472,1970,48.54,Management,F
1473,1970,47.44,Management,M
1474,1970,48.44,Management,F
1475,1970,41.86,Management,M
1476,1970,47.85,Management,F
1477,1970,49.65,Management,F
1478,1970,48.78,Management,F
1479,1970,47.8,Management,F
1480,1970,48.12,Management,M
1481,1970,44.26,Management,M
1482,1970,47.88,Management,M
1483,1970,47.26,Management,M
1484,1970,46.03,Management,M
1485,1970,45.99,Management,F
1486,1970,46.96,Management,M
1487,1970,49.35,Management,M
1488,1970,50.6,Management,M
1489,1970,46.19,Management,M
1490,1970,47.2,Management,M
1491,1970,49.88,Management,M
1492,1970,47.87,Management,F
1493,1970,49.22,Management,M
1494,1970,50.85,Management,M
1495,1970,47.65,Management,M
1496,1970,46.67,Management,F
1497,1970,50.37,Management,F
1498,1970,47.5,Management,F
1499,1970,46.91,Management,M
1500,1970,53.11,Management,F
1501,1970,44.8,Management,M
1502,1970,51.85,Management,F
1503,1970,50.1,Management,F
1504,1970,42.81,Management,M
1505,1970,50.6,Management,F
1506,1970,48.86,Management,M
1507,1970,45.56,Management,M
1508,1970,46.19,Management,F
1509,1970,52.6,Management,F
1510,1970,46.02,Management,M
1511,1970,47.4,Management,M
1512,1970,47.09,Management,F
1513,1970,46.98,Management,M
1514,1970,46.93,Management,M
1515,1970,48.26,Management,M
1516,1970,48.65,Management,M
1517,1970,46.2,Management,M
1518,1970,48.99,Management,M
1519,1970,47.5,Management,F
1520,1970,46.99,Management,M
1521,1970,43.75,Management,M
1522,1970,46.86,Management,M
1523,1970,48.69,Management,F
1524,1970,44.69,Management,M
1525,1970,51.42,Management,F
1526,1970,49.51,Management,M
1527,1970,48.26,Management,F
1528,1970,45.19,Management,M
1529,1970,48.55,Management,M
1530,1970,47.05,Management,M
1531,1970,47.79,Management,M
1532,1970,48.97,Management,M
1533,1970,46.93,Management,M
1534,1970,47.04,Management,M
1535,1970,47.47,Management,M
1536,1970,46.49,Management,M
1537,1970,47.62,Management,M
1538,1970,45.74,Management,M
1539,1970,49.86,Management,F
1540,1970,48.81,Management,M
1541,1970,44.89,Management,M
1542,1970,47.03,Management,F
1543,1970,48.04,Management,F
1544,1970,48.97,Management,F
1545,1970,49.45,Management,M
1546,1970,45.33,Management,M
1547,1970,47.45,Management,M
1548,1970,45.43,Management,M
1549,1970,46.05,Management,M
1550,1970,49.4,Management,M
1551,1970,47.67,Management,F
1552,1970,46.09,Management,M
1553,1970,44.74,Management,M
1554,1970,48.4,Management,M
1555,1970,49.57,Management,F
1556,1970,48.32,Management,F
1557,1970,45.6,Management,M
1558,1970,48.27,Management,M
1559,1970,48.29,Management,F
1560,1970,48.7,Management,M
1561,1970,48.95,Management,F
1562,1970,45.99,Management,M
1563,1970,51.09,Management,M
1564,1970,44.52,Management,F
1565,1970,47.11,Management,M
1566,1970,47.04,Management,M
1567,1970,45.65,Management,M
1568,1970,50.71,Management,M
1569,1970,46.1,Management,M
1570,1970,45.2,Management,F
1571,1970,45.4,Management,M
1572,1970,47.58,Management,M
1573,1970,48.37,Management,M
1574,1970,46.66,Management,F
1575,1970,50.05,Management,F
1576,1970,47.47,Management,M
1577,1970,49.88,Management,F
1578,1970,49.27,Management,F
1579,1970,46.06,Management,M
1580,1970,46.08,Management,M
1581,1970,48.79,Management,F
1582,1970,50.96,Management,M
1583,1970,50.32,Management,F
1584,1970,52.13,Management,M
1585,1970,44.89,Management,M
1586,1970,51.41,Management,M
1587,1970,48.6,Management,F
1588,1970,43.36,Management,M
1589,1970,49.79,Management,F
1590,1970,46.09,Management,M
1591,1970,44.72,Management,M
1592,1970,49.83,Management,F
1593,1970,49.0,Management,F
1594,1970,47.62,Management,M
1595,1970,46.97,Management,M
1596,1970,45.28,Management,M
1597,1970,48.66,Management,F
1598,1970,48.77,Management,M
1599,1970,47.56,Management,F
1600,1970,47.9,Management,M
1601,1970,48.13,Management,F
1602,1970,49.04,Management,F
1603,1970,49.31,Management,M
1604,1970,50.1,Management,M
1605,1970,50.22,Management,F
1606,1970,52.48,Management,F
1607,1970,51.46,Management,F
1608,1970,46.22,Management,F
1609,1970,45.74,Management,M
1610,1970,46.43,Management,M
1611,1970,47.99,Management,F
1612,1970,50.74,Management,F
1613,1970,51.13,Management,F
1614,1970,45.95,Management,M
1615,1970,45.0,Management,M
1616,1970,42.28,Management,M
1617,1970,46.75,Management,M
1618,1970,45.96,Management,M
1619,1970,50.14,Management,M
1620,1970,50.49,Management,M
1621,1970,43.99,Management,F
1622,1970,51.01,Management,M
1623,1970,48.41,Management,F
1624,1970,51.33,Management,F
1625,1970,50.83,Management,F
1626,1970,52.63,Management,F
1627,1970,51.11,Management,F
1628,1970,46.75,Management,M
1629,1970,53.45,Management,M
1630,1970,46.64,Management,M
1631,1970,46.22,Management,M
1632,1970,48.9,Management,M
1633,1970,50.22,Management,M
1634,1970,49.37,Management,M
1635,1970,47.9,Management,M
1636,1970,47.65,Management,F
1637,1970,48.52,Management,M
1638,1970,46.25,Management,M
1639,1970,48.7,Management,M
1640,1970,49.94,Management,M
1641,1970,49.01,Management,F
1642,1970,49.17,Management,F
1643,1970,47.56,Management,F
1644,1970,47.05,Management,M
1645,1970,47.49,Management,M
1646,1970,48.75,Management,M
1647,1970,48.52,Management,M
1648,1970,47.5,Management,F
1649,1970,47.65,Management,M
1650,1970,45.86,Management,M
1651,1970,45.22,Management,M
1652,1970,45.4,Management,M
1653,1970,47.43,Management,M
1654,1970,47.57,Management,M
1655,1970,47.02,Management,F
1656,1970,49.52,Management,F
1657,1970,51.04,Management,F
1658,1970,44.95,Management,M
1659,1970,48.68,Management,F
1660,1970,47.85,Management,M
1661,1970,45.89,Management,M
1662,1970,48.78,Management,M
1663,1970,48.66,Management,F
1664,1970,46.28,Management,M
1665,1970,50.33,Management,F
1666,1970,49.0,Management,F
1667,1970,45.53,Management,M
1668,1970,49.98,Management,F
1669,1970,46.67,Management,M
1670,1970,44.77,Management,M
1671,1970,50.95,Management,M
1672,1970,52.91,Management,F
1673,1970,43.62,Management,M
1674,1970,49.36,Management,F
1675,1970,48.0,Management,M
1676,1970,48.44,Management,M
1677,1970,44.96,Management,M
1678,1970,48.52,Management,M
1679,1970,43.84,Management,M
1680,1970,45.68,Management,M
1681,1970,48.6,Management,M
1682,1970,49.41,Management,F
1683,1970,45.83,Management,M
1684,1970,50.1,Management,F
1685,1970,49.54,Management,M
1686,1970,47.25,Management,F
1687,1970,46.76,Management,M
1688,1970,46.56,Management,M
1689,1970,46.61,Management,M
1690,1970,51.9,Management,F
1691,1970,46.96,Management,M
1692,1970,53.02,Management,F
1693,1970,46.32,Management,M
1694,1970,48.95,Management,F
1695,1970,47.99,Management,M
1696,1970,48.41,Management,M
1697,1970,51.07,Management,F
1698,1970,47.18,Management,M
1699,1970,47.66,Management,M
1700,1970,46.85,Management,F
1701,1970,48.72,Management,M
1702,1970,47.13,Management,M
1703,1970,42.35,Management,M
1704,1970,48.18,Management,F
1705,1970,41.27,Management,M
1706,1970,48.64,Management,M
1707,1970,50.06,Management,F
1708,1970,45.92,Management,M
1709,1970,44.7,Management,M
1710,1970,48.24,Management,M
1711,1970,46.22,Management,M
1712,1970,48.76,Management,M
1713,1970,47.83,Management,M
1714,1970,52.2,Management,F
1715,1970,48.26,Management,M
1716,1970,49.96,Management,M
1717,1970,48.29,Management,M
1718,1970,47.14,Management,F
1719,1970,47.04,Management,M
1720,1970,48.03,Management,F
1721,1970,48.88,Management,M
1722,1970,46.6,Management,M
1723,1970,47.24,Management,F
1724,1970,50.67,Management,F
1725,1970,47.4,Management,F
1726,1970,47.25,Management,F
1727,1970,45.51,Management,M
1728,1970,45.01,Management,F
1729,1970,45.76,Management,M
1730,1970,50.33,Management,F
1731,1970,50.65,Management,M
1732,1970,52.58,Management,F
1733,1970,49.7,Management,M
1734,1970,47.08,Management,M
1735,1970,44.39,Management,M
1736,1970,51.28,Management,M
1737,1970,48.67,Management,F
1738,1970,46.65,Management,F
1739,1970,46.65,Management,M
1740,1970,45.53,Management,M
1741,1970,48.84,Management,F
1742,1970,46.01,Management,M
1743,1970,49.21,Management,F
1744,1970,47.08,Management,F
1745,1970,49.2,Management,F
1746,1970,49.94,Management,M
1747,1970,46.75,Management,F
1748,1970,50.03,Management,M
1749,1970,50.15,Management,M
1750,1970,51.12,Management,F
1751,1970,45.74,Management,M
1752,1970,47.7,Management,M
1753,1970,49.97,Management,M
1754,1970,47.64,Management,M
1755,1970,46.18,Management,M
1756,1970,46.63,Management,M
1757,1970,47.25,Management,F
1758,1970,50.1,Management,M
1759,1970,47.45,Management,M
1760,1970,47.0,Management,M
1761,1970,49.48,Management,F
1762,1970,44.92,Management,M
1763,1970,46.8,Management,M
1764,1970,48.58,Management,M
1765,1970,45.4,Management,M
1766,1970,46.34,Management,M
1767,1970,45.12,Management,M
1768,1970,49.51,Management,M
1769,1970,47.63,Management,M
1770,1970,49.34,Management,F
1771,1970,45.45,Management,M
1772,1970,48.57,Management,F
1773,1970,49.47,Management,M
1774,1970,49.96,Management,M
1775,1970,40.31,R&D,F
1776,1970,35.15,R&D,M
1777,1970,36.9,R&D,M
1778,1970,36.1,R&D,F
1779,1970,33.36,R&D,F
1780,1970,33.94,R&D,M
1781,1970,34.03,R&D,F
1782,1970,35.1,R&D,M
1783,1970,32.41,R&D,M
1784,1970,36.12,R&D,M
1785,1970,36.37,R&D,M
1786,1970,34.58,R&D,M
1787,1970,36.03,R&D,M
1788,1970,37.19,R&D,F
1789,1970,34.38,R&D,M
