Id,LotArea,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,MasVnrType,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,GrLivArea,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,SaleType,SaleCondition,SalePrice
134,6853,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1296,Gd,6,Typ,0,2,471,Y,WD,Normal,220000
135,10335,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,None,TA,TA,CBlock,GasA,Gd,1,1721,TA,7,Min1,1,2,440,Y,WD,Normal,180000
136,10400,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,BrkFace,TA,TA,PConc,GasA,Gd,1,1682,TA,7,Typ,1,2,530,Y,WD,Normal,174000
137,10355,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,BrkFace,TA,TA,CBlock,GasA,TA,1,1214,TA,5,Typ,1,1,318,Y,WD,Normal,143000
138,11070,Lvl,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,7,5,BrkFace,TA,TA,CBlock,GasA,Gd,1,1959,TA,9,Typ,0,3,766,Y,WD,Family,171000
139,9066,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1852,Gd,7,Typ,2,3,660,Y,WD,Normal,230000
140,15426,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,None,TA,TA,PConc,GasA,Ex,1,1764,Gd,7,Typ,0,2,470,Y,WD,Normal,231500
141,10500,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,None,TA,TA,CBlock,GasA,TA,1,864,TA,5,Typ,1,0,0,Y,ConLI,Normal,115000
142,11645,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1734,Gd,7,Typ,0,2,660,Y,WD,Normal,260000
143,8520,Lvl,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,None,TA,Fa,CBlock,GasA,Fa,1,1385,TA,6,Typ,0,2,720,Y,WD,Normal,166000
144,10335,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1501,Gd,6,Typ,0,2,577,Y,WD,Normal,204000
145,9100,Lvl,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1Story,5,5,BrkFace,TA,TA,CBlock,GasA,TA,1,1728,TA,10,Typ,0,2,504,Y,ConLI,Abnorml,125000
146,2522,Lvl,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,6,5,Stone,Gd,TA,PConc,GasA,Ex,1,1709,Gd,7,Maj1,0,2,380,Y,WD,Normal,130000
147,6120,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,None,TA,TA,BrkTil,GasA,TA,1,875,TA,5,Typ,0,1,180,Y,WD,Normal,105000
148,9505,Lvl,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,2035,Gd,8,Typ,1,2,434,Y,WD,Normal,222500
149,7500,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,BrkFace,TA,TA,PConc,GasA,Ex,1,1080,Gd,6,Typ,0,0,0,Y,WD,Normal,141000
150,6240,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,None,TA,TA,BrkTil,GasA,Gd,1,1344,TA,7,Typ,0,1,240,Y,WD,Normal,115000
151,10356,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,None,TA,TA,CBlock,GasA,TA,1,969,TA,5,Typ,0,2,440,Y,WD,Normal,122000
152,13891,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Stone,Gd,TA,PConc,GasA,Ex,1,1710,Gd,6,Typ,1,3,866,Y,New,Partial,372402
153,14803,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,BrkFace,TA,TA,CBlock,GasA,Gd,1,1993,TA,8,Typ,1,2,495,Y,WD,Normal,190000
154,13500,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,None,TA,TA,CBlock,GasA,Gd,1,1252,TA,4,Typ,1,2,564,Y,WD,Normal,235000
155,11340,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,None,TA,TA,BrkTil,GasA,TA,1,1200,TA,7,Typ,0,1,312,Y,WD,Family,125000
156,9600,Lvl,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,None,TA,TA,BrkTil,Grav,Fa,0,1096,TA,5,Typ,0,0,0,N,WD,Normal,79000
157,7200,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,None,TA,TA,CBlock,GasA,TA,1,1040,TA,5,Typ,0,2,625,Y,WD,Normal,109500
158,12003,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1968,Ex,8,Typ,1,3,680,Y,New,Partial,269500
159,12552,Lvl,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1947,Gd,8,Typ,1,2,678,Y,WD,Normal,254900
160,19378,HLS,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,2462,Gd,9,Typ,1,2,576,Y,New,Partial,320000
161,11120,Lvl,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,None,TA,TA,PConc,GasA,TA,1,1232,TA,6,Typ,0,2,516,Y,WD,Normal,162500
162,13688,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,2668,Ex,10,Typ,2,3,726,Y,WD,Normal,412500
163,12182,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1541,Gd,7,Typ,1,2,532,Y,New,Partial,220000
164,5500,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,None,TA,TA,CBlock,GasA,Ex,1,882,TA,4,Typ,0,0,0,Y,WD,Normal,103200
165,5400,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,7,None,TA,Gd,BrkTil,GasA,Gd,1,1616,Gd,5,Typ,0,1,216,Y,WD,Normal,152000
166,10106,Lvl,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,None,TA,Gd,BrkTil,GasA,Gd,1,1355,TA,6,Typ,0,0,0,Y,WD,Normal,127500
167,10708,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,None,Gd,TA,CBlock,GasA,Ex,1,1867,TA,7,Typ,3,1,303,Y,COD,Normal,190000
168,10562,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Stone,Gd,TA,PConc,GasA,Ex,1,2161,Ex,8,Typ,1,3,789,Y,New,Partial,325624
169,8244,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1720,Gd,7,Typ,1,2,440,Y,WD,Normal,183500
170,16669,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,BrkFace,Gd,TA,CBlock,GasA,TA,1,1707,TA,6,Typ,1,2,511,Y,WD,Normal,228000
171,12358,Lvl,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,None,TA,TA,CBlock,GasA,TA,1,1382,TA,7,Typ,0,2,660,Y,WD,Normal,128500
172,31770,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Stone,TA,TA,CBlock,GasA,Fa,1,1656,TA,7,Typ,2,2,528,P,WD,Normal,215000
173,5306,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,None,Gd,Gd,PConc,GasA,Gd,1,1767,Gd,5,Typ,1,2,504,Y,WD,Normal,239000
174,10197,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,BrkCmn,TA,TA,CBlock,GasA,TA,1,1362,TA,6,Typ,1,2,504,Y,COD,Normal,163000
175,12416,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,Stone,TA,TA,CBlock,GasA,TA,1,1651,TA,7,Min2,1,2,616,Y,WD,Normal,184000
176,12615,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,None,TA,TA,CBlock,GasA,TA,1,2158,Gd,7,Typ,1,2,576,Y,WD,Normal,243000
177,10029,Lvl,Corner,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,5,BrkFace,Gd,TA,PConc,GasA,TA,1,2060,TA,8,Typ,1,2,521,Y,WD,Normal,211000
178,13650,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,None,Gd,Gd,CBlock,GasA,Ex,1,1920,Gd,8,Typ,1,2,451,Y,WD,Normal,172500
179,17423,Lvl,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,Stone,Ex,TA,PConc,GasA,Ex,1,2234,Ex,9,Typ,1,3,1166,Y,New,Partial,501837
180,8520,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,None,Gd,TA,CBlock,GasA,TA,1,968,TA,5,Typ,0,2,480,N,WD,Normal,100000
181,2117,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1525,Gd,5,Typ,1,2,440,Y,WD,Normal,177000
182,7588,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,None,TA,TA,BrkTil,GasA,Gd,1,1802,TA,9,Typ,1,1,216,Y,WD,Normal,200100
183,9060,Lvl,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,5,6,BrkFace,TA,TA,PConc,GasA,Ex,1,1340,TA,7,Typ,1,1,252,Y,WD,Normal,120000
184,11426,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,5,None,TA,TA,PConc,GasA,Ex,1,2082,Gd,6,Mod,0,2,484,N,WD,Normal,200000
185,7438,Lvl,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1.5Fin,5,8,None,TA,TA,PConc,GasA,Gd,1,1252,TA,5,Typ,0,2,576,Y,WD,Normal,127000
186,22950,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,None,Gd,Gd,BrkTil,GasA,Ex,1,3608,Ex,12,Typ,2,3,840,Y,WD,Normal,475000
187,9947,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,7,5,None,TA,TA,PConc,GasA,Ex,1,1217,Gd,6,Typ,0,2,497,Y,WD,Normal,173000
188,10410,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,None,TA,TA,CBlock,GasA,Ex,1,1656,TA,8,Min2,0,1,180,N,WD,Normal,135000
189,7018,Bnk,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,Stone,TA,TA,CBlock,GasA,TA,1,1224,TA,6,Typ,2,2,528,Y,WD,Alloca,153337
190,4923,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,None,Gd,TA,PConc,GasA,Ex,1,1593,Ex,5,Typ,1,2,682,Y,WD,Normal,286000
191,10570,Bnk,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,8,None,Gd,TA,CBlock,GasA,TA,1,2727,Gd,10,Maj1,2,2,440,Y,WD,Normal,315000
192,7472,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,BrkFace,TA,TA,CBlock,GasA,Gd,1,1479,Gd,7,Typ,0,2,484,Y,WD,Normal,184000
193,9017,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1431,Gd,6,Typ,0,2,666,Y,WD,Normal,192000
194,2522,Lvl,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,Stone,Gd,TA,PConc,GasA,Ex,1,1709,Gd,7,Maj1,0,2,380,Y,WD,Normal,130000
195,7180,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,None,TA,TA,CBlock,GasA,TA,1,864,TA,5,Typ,0,1,352,Y,WD,Normal,127000
196,2280,Lvl,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,None,TA,TA,CBlock,GasA,TA,1,1456,TA,7,Typ,1,2,440,Y,WD,Normal,148500
197,9416,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,Stone,Ex,TA,PConc,GasA,Ex,1,1726,Ex,8,Typ,1,3,786,Y,New,Partial,311872
198,25419,Lvl,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,8,4,None,Gd,Gd,PConc,GasA,Gd,1,3112,Gd,8,Typ,1,2,795,Y,WD,Abnorml,235000
199,5520,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,6,6,None,TA,TA,CBlock,GasA,Ex,1,2229,TA,8,Typ,0,0,0,Y,WD,Abnorml,104000
200,9591,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1713,Ex,7,Typ,1,3,856,Y,WD,Normal,274900
201,8546,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,None,TA,TA,PConc,GasA,Ex,1,1121,TA,5,Typ,0,2,440,Y,WD,Normal,140000
202,10125,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,6,None,TA,TA,CBlock,GasA,TA,1,1279,TA,6,Typ,2,2,473,Y,WD,Normal,171500
203,7000,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,None,TA,Gd,BrkTil,GasA,Gd,1,1310,TA,6,Min1,0,1,398,Y,COD,Normal,112000
204,4438,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,848,Gd,3,Typ,1,2,420,Y,WD,Normal,149000
205,3500,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,None,TA,TA,CBlock,GasA,TA,1,1284,TA,5,Typ,0,1,240,Y,WD,Normal,110000
206,11851,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,None,TA,TA,PConc,GasA,Ex,1,1442,TA,5,Typ,0,2,500,Y,WD,Normal,180500
207,13673,Lvl,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,None,TA,Gd,CBlock,GasA,TA,1,1696,TA,8,Min2,1,1,349,Y,WD,Normal,143900
208,12493,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,None,TA,TA,PConc,GasA,TA,1,1100,TA,6,Typ,1,1,312,Y,WD,Normal,141000
209,14364,Low,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,5,BrkFace,Gd,TA,CBlock,GasA,Ex,1,2062,TA,7,Typ,1,2,454,Y,WD,Normal,277000
210,8250,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,Stone,TA,TA,CBlock,GasA,Ex,1,1092,TA,6,Typ,0,2,504,Y,WD,Normal,145000
211,5604,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,None,TA,TA,CBlock,GasA,TA,0,864,TA,5,Typ,0,0,0,Y,WD,Normal,98000
212,10420,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,None,TA,TA,PConc,GasA,Ex,1,1212,Gd,6,Typ,0,2,460,Y,WD,Normal,186000
213,8640,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,None,TA,TA,PConc,GasA,Ex,1,1852,Gd,7,Typ,1,2,644,Y,New,Partial,252678
214,13568,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,None,TA,TA,PConc,GasA,Ex,1,990,TA,5,Typ,0,2,576,Y,WD,Normal,156000
215,10900,Lvl,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,7,BrkFace,TA,TA,CBlock,GasA,Ex,1,1392,TA,6,Typ,0,1,299,Y,WD,Normal,161750
216,10011,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,BrkFace,TA,TA,CBlock,GasA,TA,1,1236,Gd,6,Min1,1,1,447,Y,WD,Normal,134450
217,8450,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1436,Gd,8,Typ,0,2,484,Y,WD,Normal,210000
218,9906,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,None,TA,TA,CBlock,GasA,Fa,0,1328,TA,8,Typ,0,1,210,Y,WD,Family,107000
219,15660,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,BrkFace,Gd,Gd,CBlock,GasA,Ex,1,1954,Gd,8,Typ,2,2,431,Y,WD,Normal,311500
220,3010,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1248,Gd,5,Typ,0,2,438,Y,New,Partial,167240
221,8990,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,1498,Gd,5,Typ,0,2,675,Y,New,Partial,204900
222,8068,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,None,Gd,TA,PConc,GasA,Ex,1,2267,Gd,8,Typ,1,2,390,Y,ConLI,Normal,200000
223,11475,Lvl,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,None,TA,TA,CBlock,GasA,TA,1,1552,TA,6,Typ,1,2,434,Y,WD,Normal,179900
224,10500,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,None,TA,TA,CBlock,GasA,Gd,1,864,TA,4,Typ,0,2,576,Y,WD,Abnorml,97000
225,13472,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,BrkFace,Ex,TA,PConc,GasA,Ex,1,2392,Ex,8,Typ,1,3,968,Y,WD,Normal,386250
226,1680,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,BrkFace,TA,TA,CBlock,GasA,TA,1,1302,TA,6,Typ,0,1,280,Y,COD,Abnorml,112000
227,9950,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,2520,Gd,9,Typ,1,3,721,Y,WD,Abnorml,290000
228,1869,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,BrkFace,TA,TA,CBlock,GasA,TA,1,987,TA,5,Typ,0,1,280,Y,WD,Normal,106000
229,8521,Lvl,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,None,TA,TA,CBlock,GasA,TA,1,912,TA,5,Typ,1,1,336,Y,WD,Normal,125000
230,3182,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1555,Gd,7,Typ,1,2,430,Y,WD,Normal,192500
231,8760,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,BrkFace,TA,TA,CBlock,GasA,TA,1,1194,TA,6,Typ,0,1,312,Y,WD,Normal,148000
232,15138,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,2794,Ex,9,Typ,1,3,810,Y,WD,Normal,403000
233,1680,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,BrkFace,TA,TA,CBlock,GasA,TA,1,987,TA,5,Typ,1,1,288,Y,WD,Normal,94500
234,10650,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,None,TA,TA,CBlock,GasA,TA,1,894,TA,5,Typ,0,1,308,Y,WD,Normal,128200
235,7851,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,,Gd,TA,PConc,GasA,Ex,1,1960,Gd,8,Typ,2,2,440,Y,WD,Normal,216500
236,1680,Lvl,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,BrkFace,TA,TA,CBlock,GasA,TA,1,987,TA,5,Typ,0,1,264,Y,WD,Normal,89500
237,8773,Lvl,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1414,Gd,6,Typ,0,2,494,Y,WD,Normal,185500
238,9453,Lvl,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,None,Gd,TA,PConc,GasA,Ex,1,1744,Gd,7,Typ,0,2,457,Y,WD,Normal,194500
239,12030,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,BrkFace,Ex,TA,PConc,GasA,Ex,1,1694,Gd,7,Typ,0,3,818,Y,New,Partial,318000
240,8741,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,None,TA,TA,CBlock,GasA,TA,1,1487,TA,7,Typ,1,1,220,Y,WD,Normal,113000
241,9000,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Stone,Gd,TA,PConc,GasA,Ex,1,1566,Gd,7,Typ,0,2,750,Y,WD,Normal,262500
242,3880,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,9,None,TA,Gd,CBlock,GasA,Gd,1,866,Gd,4,Typ,0,0,0,Y,WD,Normal,110500
243,5000,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,None,TA,TA,BrkTil,GasA,Gd,0,1440,TA,6,Typ,0,1,352,Y,WD,Normal,79000
244,10762,Lvl,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,None,TA,TA,CBlock,GasA,TA,1,1217,TA,6,Typ,1,1,288,Y,WD,Normal,120000
245,8880,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,None,Gd,TA,PConc,GasA,Ex,1,2110,Gd,8,Typ,2,2,463,Y,WD,Normal,205000
246,10400,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,BrkFace,TA,TA,CBlock,GasA,Gd,1,1872,TA,6,Typ,1,2,604,Y,WD,Normal,241500
247,9142,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,8,None,TA,Fa,Stone,GasA,Gd,0,1928,Fa,9,Typ,0,1,440,Y,WD,Normal,137000
248,11310,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,None,TA,TA,CBlock,GasA,Ex,1,1375,TA,5,Typ,1,2,451,Y,WD,Normal,140000
249,11317,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1668,Gd,8,Typ,0,2,500,Y,WD,Normal,180000
250,159000,Low,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,BrkCmn,Gd,TA,CBlock,GasA,Gd,1,2144,Gd,7,Typ,2,2,389,Y,WD,Normal,277000
251,5350,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,None,TA,Po,CBlock,GasA,Ex,1,1306,Fa,6,Mod,0,0,0,Y,WD,Normal,76500
252,4750,HLS,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,Stone,Gd,TA,PConc,GasA,Ex,1,1625,Gd,5,Typ,1,2,538,Y,WD,Family,235000
253,8366,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,None,Gd,TA,PConc,GasA,Ex,1,1640,Gd,6,Typ,0,2,520,Y,WD,Normal,173000
254,9350,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,BrkFace,TA,TA,CBlock,GasA,Ex,1,1302,Gd,7,Min1,0,1,309,Y,CWD,Normal,158000
255,8400,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,None,TA,Gd,CBlock,GasA,TA,1,1314,TA,5,Typ,0,1,294,Y,WD,Normal,145000
256,8738,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,2291,Gd,8,Typ,1,2,429,Y,WD,Normal,230000
257,8791,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,None,Gd,TA,PConc,GasA,Ex,1,1728,Gd,7,Typ,0,2,673,Y,WD,Normal,207500
258,8814,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Stone,Gd,TA,PConc,GasA,Ex,1,1604,Gd,8,Typ,1,2,660,Y,WD,Abnorml,220000
259,12435,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,BrkFace,Gd,TA,PConc,GasA,Ex,1,1792,Gd,7,Typ,1,2,564,Y,WD,Normal,231500
260,12702,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,None,TA,TA,PConc,GasA,Gd,1,882,TA,4,Typ,0,1,308,Y,WD,Normal,97000
261,19296,Lvl,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6,5,BrkFace,TA,TA,CBlock,GasA,TA,1,1382,TA,6,Typ,1,2,884,Y,WD,Normal,176000
262,9588,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Stone,Gd,TA,PConc,GasA,Ex,1,2574,Ex,10,Typ,1,3,868,Y,New,Partial,276000
263,8471,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,BrkFace,TA,TA,CBlock,GasA,TA,1,1212,TA,6,Typ,1,2,492,Y,WD,Normal,151000
264,5500,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,None,TA,TA,BrkTil,GasA,TA,1,1316,TA,6,Typ,0,2,484,Y,WD,Normal,130000
265,5232,Bnk,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,None,TA,TA,BrkTil,GasA,Gd,0,764,TA,4,Typ,0,2,504,N,WD,Normal,73000
266,12090,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,BrkFace,TA,Gd,CBlock,GasA,TA,1,1422,Gd,7,Typ,1,2,576,Y,WD,Normal,175500
267,11207,HLS,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,None,TA,TA,PConc,GasA,Gd,1,1511,TA,8,Typ,1,2,413,Y,WD,Normal,185000
268,8400,Bnk,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,None,TA,TA,PConc,GasA,Ex,1,2192,Gd,8,Typ,1,1,240,Y,WD,Normal,179500
