workclass,education,marital-status,occupation,relationship,race,sex,income
 Private, HS-grad, Married-spouse-absent, Sales, Not-in-family, White, Male,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0
 Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0
 Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,1
 Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0
 Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0
 Private, 11th, Never-married, Other-service, Own-child, White, Male,0
 State-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0
 Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0
 Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0
 Self-emp-not-inc, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,0
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0
 Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0
 Private, 5th-6th, Divorced, Craft-repair, Not-in-family, White, Female,0
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0
 Local-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female,0
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0
 Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male,0
 Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,1
 Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0
 Private, HS-grad, Never-married, Other-service, Other-relative, White, Female,0
 Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,1
 Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0
 Self-emp-not-inc, Assoc-acdm, Separated, Craft-repair, Not-in-family, White, Male,0
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0
 Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0
 Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0
 Unknown, HS-grad, Never-married, Unknown, Other-relative, White, Female,0
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0
 Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0
 State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,1
 Private, Assoc-voc, Divorced, Tech-support, Not-in-family, White, Female,0
 Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Unknown, Some-college, Married-civ-spouse, Unknown, Wife, White, Female,1
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0
 Local-gov, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0
 Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female,0
 Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0
 Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Private, 12th, Divorced, Craft-repair, Not-in-family, White, Male,1
 Private, 1st-4th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Private, 11th, Never-married, Other-service, Own-child, White, Female,0
 Local-gov, 11th, Separated, Machine-op-inspct, Not-in-family, Black, Male,0
 State-gov, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0
 Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,1
 Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0
 Private, 10th, Never-married, Craft-repair, Unmarried, White, Female,0
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Federal-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0
 Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0
 Unknown, HS-grad, Widowed, Unknown, Not-in-family, White, Male,0
 Unknown, 11th, Never-married, Unknown, Own-child, White, Male,0
 Self-emp-not-inc, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0
 Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Female,1
 Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Local-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male,0
 Local-gov, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0
 Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0
 Federal-gov, HS-grad, Never-married, Armed-Forces, Own-child, White, Male,0
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, 9th, Never-married, Craft-repair, Other-relative, White, Male,0
 Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0
 Private, HS-grad, Widowed, Exec-managerial, Unmarried, Black, Female,0
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Unknown, 11th, Never-married, Unknown, Own-child, White, Female,0
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0
 Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,1
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male,1
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,1
 Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,1
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Unknown, Some-college, Married-civ-spouse, Unknown, Husband, White, Male,0
 Private, Assoc-acdm, Never-married, Farming-fishing, Own-child, White, Male,0
 Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0
 Private, 1st-4th, Married-spouse-absent, Craft-repair, Unmarried, White, Male,0
 Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0
 Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Male,0
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Female,1
 Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,1
 Unknown, Some-college, Never-married, Unknown, Own-child, White, Male,0
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0
 Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0
 Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0
 Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0
 Private, 9th, Never-married, Other-service, Not-in-family, White, Male,0
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0
 Private, 10th, Never-married, Other-service, Not-in-family, White, Male,0
 Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0
 Private, HS-grad, Married-spouse-absent, Craft-repair, Unmarried, White, Female,0
 Unknown, 12th, Never-married, Unknown, Other-relative, Black, Male,0
 Private, Some-college, Married-spouse-absent, Adm-clerical, Own-child, Black, Female,0
 Unknown, 1st-4th, Married-civ-spouse, Unknown, Husband, White, Male,0
 Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,1
 Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0
 Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0
 Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0
 Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0
 Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0
 Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0
 Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0
 Private, 5th-6th, Never-married, Other-service, Own-child, White, Male,0
 Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0
 Unknown, HS-grad, Married-civ-spouse, Unknown, Husband, White, Male,0
 Local-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0
 Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0
 Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0
 Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0
 Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0
 Local-gov, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0
 Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0
 Private, Assoc-voc, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0
 Unknown, 5th-6th, Widowed, Unknown, Unmarried, Black, Female,0
 Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0
 Unknown, Assoc-voc, Widowed, Unknown, Unmarried, White, Female,0
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0
 Unknown, Some-college, Never-married, Unknown, Own-child, White, Male,0
 Unknown, Some-college, Never-married, Unknown, Unmarried, White, Female,0
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Local-gov, Some-college, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0
 Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,1
 Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Male,1
 Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,1
 Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0
 Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0
 Private, 11th, Divorced, Machine-op-inspct, Unmarried, Other, Female,0
 Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0
 Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, White, Female,1
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,1
 Local-gov, 12th, Married-civ-spouse, Tech-support, Husband, White, Male,0
 Private, 1st-4th, Widowed, Priv-house-serv, Not-in-family, Black, Female,0
 Private, Assoc-voc, Separated, Craft-repair, Not-in-family, White, Male,0
 Self-emp-inc, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0
 Unknown, HS-grad, Never-married, Unknown, Unmarried, Black, Female,0
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0
 Private, Doctorate, Never-married, Prof-specialty, Own-child, White, Male,0
 Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Female,0
 Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0
 Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0
 Private, 10th, Married-civ-spouse, Other-service, Wife, White, Female,0
 Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0
 Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0
 Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0
 Self-emp-not-inc, HS-grad, Separated, Other-service, Unmarried, White, Female,0
 Private, 11th, Widowed, Adm-clerical, Unmarried, White, Female,0
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0
 Federal-gov, Assoc-voc, Divorced, Craft-repair, Unmarried, Black, Female,1
 Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0
 Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0
 Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Female,0
 Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male,0
 Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,1
